url,title,alamat,kecamatan,kota,harga,jumlah_lantai,kamar_tidur,kamar_mandi,posisi_rumah,luas_tanah,luas_bangunan,garasi,carport,fasilitas_rumah,fasilitas_kamar,listrik,sertifikat,kondisi_properti,status,created_date,published_date,deskripsi
https://www.99.co/id/properti/rumah-dijual-2mily-gununganyar-cp-1009805411,"Rumah Bagus di Gununganyar, Surabaya, Luas 182m2m² Bangunan 150m2m² HARGA MENARIK!",PurimasGununganyar,,Surabaya,2200000000,0,0,0,Hook,182,150,,,N,N,900,Hak Milik,,active,2025-05-08 03:36:21,2025-10-09 08:28:33,"JUAL RUMAH HITUNG TANAH PURIMAS. Tersedia Rumah asri di kawasan Gununganyar, Surabaya. Dibangun di atas lahan 182m2m² dengan luas bangunan 150m2m², tersedia 0 kamar tidur dan 0 kamar mandi.

Unit terawat ini hadir dengan sertifikat (SHM), fasilitas (Keamanan, Taman, Parkir Mobil) dan kondisi (). Lingkungan nyaman dan aman. Harga Rp.2,2 Miliar. Jadwalkan survey segera.

	------------------------------------------------------------

	Dijual Rumah Hancur hitung tanah
di Puri Mas
Type Hook 
Hadap Utara Timur
Luas 182m
Harga 2,2M nego

more info
Nancy XM Harvest
081851xxxx 

"
https://www.99.co/id/properti/rumah-dijual-9mily-mulyorejo-cp-1009809151,"Rumah EXCLUSIVE area Mulyorejo, Surabaya, Luas 340m2m² LB 450m2m² KESEMPATAN TERBATAS!",Manyar kertoadi,Mulyorejo,Surabaya,9750000000,2,5,6,Hook,340,450,,,N,N,7700,Hak Milik,,active,2025-05-08 03:43:14,2025-10-09 08:23:50,"Rumah Mewah Megah Estetik Manyar. Berlokasi di kawasan Mulyorejo, Surabaya, Surabaya, menawarkan kemudahan akses ke berbagai fasilitas seperti sekolah. Berdiri di atas lahan 340m2m² dengan luas bangunan 450m2m², dilengkapi 5 kamar tidur dan 6 kamar mandi.

Unit ini dilengkapi dengan sertifikat (SHM), fasilitas berupa () dan kondisi perabotan (). Silakan atur jadwal survey.

	------------------------------------------------------------

	Jual Rumah Mewah dan Megah 
Manyar Surabaya Timur

LT : 340 m2
LB : 450 m2
KT : 5 + 1
KM : 6 +1
Carport 4 mobil 
Hook Hadap Selatan - Timur
Rangkap Baja Ringan
Atap Salju
Pintu Utama Smartkey + Kayu Solid
Lantai Granit 120x120
PLN 7700 watt
PDAM
2 Pompa Otomatis
Tandon Atas & Bawah 
Korden + Vitrage
Instalasi Pipa AC semua terpasang
Sertifikat SHM

Kitchen set lengkap : 
   • Kompor  (gas & induksi) 
• Cooker Hood
• ⁠Microwave
• ⁠Sink & Kran

More Info 
Nancy XM Harvest
081851xxxx 

"
https://www.99.co/id/properti/rumah-dijual-1miliar-tandes-cp-1008784376,"KESEMPATAN TERBAIK! Rumah Nyaman di Tandes, LT 72m2m² Bangunan 100m2m²",Grand Pakuwon,Tandes,Surabaya,1700000000,2,2,2,Hook,72,100,,,N,N,2200,Hak Milik,,active,2025-01-22 23:03:31,2025-10-09 08:27:40,"Grand Pakuwon Cluster Adelaide . Temukan rumah impian Anda di area Tandes, Surabaya, Surabaya yang prospektif. Dibangun di atas lahan 72m2m² dengan total bangunan 100m2m², memiliki 2 kamar tidur dan 2 kamar mandi.

Unit ini juga dilengkapi dokumen (SHM) dan berbagai fasilitas () dengan furnitur berkondisi (Unfurnished). Jangan sia-siakan peluang berharga ini.

	------------------------------------------------------------

	Dijual Rumah Grand Pakuwon 
Cluster Adelaide 

Lt 6x12
Lb +- 100 (2 lantai)
SHM

Lantai 1 : 1KM
Lantai 2 : 2KT + 1KM

3 AC, water heater, canopy carport
Harga 1,7M nego
 
More Info 
Nancy XM Harvest
081851xxxx 

"
https://www.99.co/id/properti/rumah-dijual-1miliar-semolowaru-cp-1012050485,"Bisa KPR! Rumah Asri area , Luas 75m2m² Bangunan 120m2m²",Manyar JayaSemolowaru,,Surabaya,1950000000,2,3,3,Hook,75,120,,,N,N,2200,Hak Milik,,active,2025-11-08 23:02:19,2025-11-08 23:02:01,"Rumah nyaman di area , Surabaya. MANYAR JAYA JALAN UTAMA. Luas tanah 75m2m² dan LB 120m2m².

Tersedia 3 kamar tidur dan 3 kamar mandi, sertifikat (SHM), fasilitas (Taman, Parkir Mobil, Keamanan), dan kondisi (Unfurnished). Lokasi strategis ke fasilitas umum. Harga Rp.1,95 Miliar. Atur jadwal kunjungan.

	------------------------------------------------------------

	Dijual Rumah Baru Gress area Manyar
Row Jalan 4 Mobil
One Gate System

Rmh Kotak
⚬ LT 5X15 ( LB +-120m²)
⚬ KT 3+1 KM 3+1
⚬ SHM
⚬ PLN 2200w
⚬ Row 4mobil 
⚬ Carport 2 mobil
⚬ Hadap Selatan
⚬ FREE Tandon Atas Stenlis+ pompa dorong
⚬ Harga 1,95M

"
https://www.99.co/id/properti/rumah-dijual-1miliar-wonocolo-cp-1012275684,Jual Rumah Strategis Bagus Punya 2 KT di Wonocolo Surabaya SHM,siwalankerto permai,Wonocolo,Surabaya,1400000000,1,2,1,Hook,160,100,,,N,N,2200,Hak Milik,,active,2025-12-01 23:05:13,2025-12-01 23:04:21,"Mencari hunian dengan lokasi strategis dan fasilitas lengkap? Rumah di Wonocolo Surabaya ini bisa jadi pilihan tepat.

5 menit ke Stasiun Wonokromo, 6 menit ke Terminal Joyoboyo, 11 menit ke Terminal Purabaya Bungurasih, 11 menit ke Stasiun Waru
2 menit ke UIN Sunan Ampel Surabaya, 2 menit ke STIKES HT Surabaya (Sekolah Tinggi Ilmu Kesehatan Hang Tuah Surabaya), 2 menit ke UBHARA Surabaya (Universitas Bhayangkara Surabaya), 3 menit ke Politeknik Sakti Surabaya Program Diploma III, 3 menit ke UNESA Ketintang, 3 menit ke UNESA (Universitas Negeri Surabaya) Kampus 1, 3 menit ke Sekolah Tinggi Ilmu Ekonomi Widya Darma, 4 menit ke STP Satya Widya (Sekolah Tinggi Pariwisata Satya Widya), 4 menit ke Sekolah Tinggi Ilmu Bahasa dan Sastra (STIBA) Satya Widya Surabaya, 4 menit ke AKFAR SURABAYA (Akademi Farmasi Surabaya)

Memiliki 2 KT, 1 KM, serta luas tanah 160m2.

Harga jual Rp 1,4 Miliar, kompetitif untuk kawasan ini

	------------------------------------------------------------

	*Dijual Muraaahh pol*
Rumah Hitung tanah aja
Siwalankerto Permai
Bisa dijadikan Kos""an 
dekat banget Ke UK Petra

LT 8x20
Hadap Selatan 
SHM
Harga 1,4 M Nego
( per meter 8jtan aja )

More Info
Nancy XM Harvest
081851xxxx 

"
https://www.99.co/id/properti/rumah-dijual-690jt-pakal-cp-1009250527,"Rumah Strategis 3 KT Luas Tanah 60m2m² di Pakal, Surabaya",Bukit Palma Citraland,Pakal,Surabaya,690000000,1,3,1,Hook,60,60,,,Y,N,2200,Hak Milik,,active,2025-05-07 06:46:32,2025-10-09 08:25:18,"BUKIT PALMA CITRALAND. Rumah terawat di kawasan Pakal, Surabaya. Memiliki desain minimalis, luas tanah 60m2m² dan luas bangunan 60m2m².

Dilengkapi 3 kamar tidur dan 1 kamar mandi, sertifikat (SHM), fasilitas (Keamanan, Wifi) dan kondisi (). Area strategis dengan kawasan nyaman. Harga Rp.690 Juta. Hubungi kami untuk informasi detail.

	------------------------------------------------------------

	Dijual murah rumah 
Bukit Palma Citraland 

Lt.60
Lb.60
2 KT
1KM
AC
Carpot
Dapur
Full bangunan
Rumah siap huni
Belakang Sekolah Citra Berkat
Hadap Utara
 Rp 690 juta Nego

"
https://www.99.co/id/properti/rumah-dijual-2mily-dukuh-pakis-cp-1009810285,"Rumah LT 105m2m² / LB 105m2m² View Gunung di Dukuh Pakis, Surabaya",Wonosari Kidul ,Dukuh Pakis,Surabaya,2200000000,2,3,2,Hook,105,105,,,N,N,2200,Hak Milik,,active,2025-05-08 03:45:34,2025-10-09 08:24:14,"WONOSARI KIDUL DEKAT MAYJEN. Rumah asri untuk keluarga Anda di Dukuh Pakis, Surabaya. LT 105m2m² dan LB 105m2m².

Memiliki 3 kamar tidur, 2 kamar mandi, sertifikat (SHM), fasilitas (), dan kondisi (). Lokasi strategis dengan lingkungan asri. Harga Rp.2,2 Miliar. Jadwalkan kunjungan sekarang.

	------------------------------------------------------------

	RUMAH DIJUAL Jarang ada

WONOSARI KIDUL 
Luas tanah 100m²
Luas bangunan 200m²
3KT 2KM
Luas tanah 5x20 2lantai. Lantai3 jemuran&tandon air
Surat SHM
Hadap UTARA
Harga 2.2M NEGO
Tepi Jalan raya, sangat cocok untuk usaha

Lokasi strategis tengah kota, mayjen sungkono

"
https://www.99.co/id/properti/rumah-dijual-2miliar-keputih-cp-1007103321,Rumah Modern 3 KT LT 91m2 di Keputih,Griya AsriKeputih,,Surabaya,2000000000,2,3,3,Hook,91,150,,,Y,N,2200,Hak Milik,,active,2024-07-12 23:11:44,2025-10-09 10:37:01,"Tinggal bawa koper! Rumah kondisi terawat & bagus di Keputih, Surabaya. Tidak perlu renovasi tambahan.

Harga: Rp 2 Miliar

Kurangi waktu, hemat biaya!

Berada di lokasi strategis. 

Ayo, telepon kami segera!

	------------------------------------------------------------

	Rumah Jual Dijual Griya Asri  Griya Asri Lingkungan Nyaman Dijual Rumah Di :
Griya Asri Pakuwon City

Lt : 91M²
Lb : 150M²
Dimensi :7X13
Kt : 3+1
Km : 3 + 1
Shm 
Pln : 1300 Watt
Hadap : Utara
Harga : 2.1 Nego

Hub : 
Nancy XM Harvest
081 851 3338

"
https://www.99.co/id/properti/rumah-dijual-3mily-nginden-cp-1009805380,"Hunian Asri Nginden, Area Sejuk - LT 207m2m²",Nginden Intan TimurNginden,,Surabaya,3500000000,2,4,2,Hook,207,240,,,N,N,4400,Hak Milik,,active,2025-05-08 03:36:18,2025-10-09 08:25:54,"NGINDEN STRATEGIS TENGAH KOTA. Hunian berkualitas di area Nginden, Surabaya. Rumah dengan LT 207m2m² dan LB 240m2m².

Dilengkapi 4 kamar tidur, 2 kamar mandi, sertifikat (SHM), fasilitas (), dan kondisi (). Konsep modern dengan lingkungan asri. Harga Rp.3,5 Miliar. Jadwalkan kunjungan segera.

	------------------------------------------------------------

	*DIJUAL* 

Rumah  Nginden Intan Timur
Semi furnish

Lokasi dekat dgn :
RS Premiere 
Ubaya
Untag
Unitomo
Bethany nginden

LT : 207 | LB : 240 
KT : 4+1 | KM : 2+1 
Air PDAM 
Listrik 4400 watt 
Sertifikat SHM 
Fondasi tiang pancang 18 m 
Tandon air bawah dan atas 
Garasi 1 mobil 
Carport 1 mobil 
AC tiap kamar 

Harga *3.5M (Nego)*

Hub : 
Eva | XM Harvest
08133644xxxx 

"
https://www.99.co/id/properti/rumah-dijual-4mily-kedung-baruk-cp-1007179868,"HARGA TERBAIK! Rumah Berkualitas area Kedung Baruk, Luas 216m2m² Bangunan 400m2m²",Wonorejo Permai Kedung Baruk,,Surabaya,4700000000,1,5,3,Hook,216,400,,,Y,N,5500,Hak Milik,,active,2024-07-18 21:27:32,2025-10-09 10:37:17,"Premium House Nirwana Executive dekat Raya Merr. Kesempatan emas memiliki Rumah di kawasan Kedung Baruk, Surabaya. LT 216m2m² dengan luas bangunan 400m2m².

Rumah ini dilengkapi 5 kamar tidur, 3 kamar mandi, sertifikat (SHM), fasilitas (Keamanan, Kolam Renang Komunitas, Taman, Jogging Track, Taman Bermain Anak, Parkir Mobil, Wifi, Dapur, Mesin Cuci), dan kondisi (). Desain modern dan kawasan nyaman. Harga Rp.4,7 Miliar. Hubungi kami untuk jadwal survey.

	------------------------------------------------------------

	RUMAH BARU NIRWANA EXECUTIVE 
BANGUNAN DIJAMIN KOKOH!
STRUKTUR SNI

LT:9×24 (216)
LB:350m2 + 50 m2 (Dak Lt3)
KT:5+1 (1 Master)
KM:3+1 (1dalam)
Tingkat:2, Konstruksi 3 Lantai
Hadap:Utara
Row:4 Mobil
Surat:SHM, IMB Terbaru
Air:PDAM
Watt Listrik:5500

-Plafon 3.2 m
-Rangka Atap Dak Beton-Galvalum 50%
-Garasi - Carport 3 MOBIL
-Balkon Besar,Jendela Besar,Pencahayaan Bagus,Ventilasi Udara Bagus
-Tandon Air Atas+Bawah
-Septic Tank Biofilter Depan+Belakang
-Bored Pile 21 m 24 Titik
-Ready jalur internet, cctv
-Jalur Anti Rayap + perpipaan lengkap, penangkal petir dll
-10Menit Tol Tambak Sumur&Juanda

4.7M nego

"
